location,property_area,street,features,bed,bath,toilet,description,price
yaba,alagomeji,-Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A decent Miniflat with car park available,500000.0
yaba,alagomeji,"Alagomeji, YabaAlagomeji Yaba Lagos",3 beds 3 baths 3 Toilets,3,3,3,"3bed room flat. All rooms ensuit with visitors toilet, fence round with gate, security wise, upstairs, car park with prepaid meter, bancony with service generator. Location: Alagomeji, Yaba.",2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,"Executive newly built 3bed room flat with BQ, all rooms ensuit, kitchen cabinet, wardrobe, pop fittings, car park, security wise, fenced round with gate, upstairs with a lift",2500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,An executive 3 bedroom flat all rooms en-suite,2000000.0
yaba,alagomeji,...Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely mini flat,500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Serviced mini flat in a serene environment,550000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,Receipt from landlord,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,To let: Looking for a young decent working class lady to take this one room bq fully serviced at Anchorf estate Alagomeji Newly built. #300k par annum,300000.0
yaba,alagomeji,Alagomeji streetAlagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,A serviced apartment in Yaba,130000.0
yaba,alagomeji,Alagomeji strAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A serviced apartment,62000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand new 2 bedroom flat,1400000.0
yaba,alagomeji,HuAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Fully finished apartment at alagomeji yaba,900000.0
yaba,alagomeji,Bonu wayAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 3bed room flat at yaba,2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,Newly built 4bed terrace duplex with a BQ,3500000.0
yaba,alagomeji,QuAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2bed room flat,1500000.0
yaba,alagomeji,HuAlagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built furnished mini flat at alagomeji yaba,1800000.0
yaba,alagomeji,Olonode Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3bed room flat at yaba,1800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A Spacious room self contained in a gatef street with security available for rent in Alagomeji yaba for *rent* 400k a year and a half,400000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Brand new 2 bedroom apartment available for rent in alagomeji yaba for *rent*1.5m *agreement* 150k *commission* 300k *caution* 100k *service charge* 250k,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly finished block of 3-bedroom apartments in a unique neighbourhood,2100000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,A very spacious mini flat,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,Mini flat in a block of flats,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,4 beds 4 baths 5 Toilets,4,4,5,"Executive Standard lovely and decent 4bedroom terrace duplex with a room bq, in Alagomeji, Yaba. Price: 3.5m a year rent",3500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Miniflat for Rent at Alagomeji Yaba,700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,"Alagomeji executive mini flat fully service with ac bed tv CCTV camera wardrobe with pop come with only clothes rent 1,6m service charge 200k",1600000.0
yaba,alagomeji,...Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard self-contained,400000.0
yaba,alagomeji,By Jacob mews estateAlagomeji Yaba Lagos,4 beds baths Toilets,4,0,0,4bedrooms semi detached duplex at Adebisi st adjacent Jacob mews alagomeji yaba 3m,3000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,DECENT NEWLY BUILT SERVICED ALL ROOMS EN-SUITE TWO BEDROOM FLAT,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,SERVICED ROOM SELF CONTAIN,900000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 2 baths 3 Toilets,3,2,3,DECENT SERVICED 3 BEDROOM FLAT,1800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,"TASTEFULLY FINISHED, NEWLY BUILT ALL ROOMS EN-SUITE 3 BEDROOM FLAT",2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,NEWLY BUILT ALL ROOMS EN-SUITE TWO BEDROOM FLAT WITH GUEST TOILET,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,NEWLY BUILT ALL ROOMS EN-SUITE TWO BEDROOM FLAT,1500000.0
yaba,alagomeji,"Adebisi Street,Alagomeji Yaba Lagos",4 beds 4 baths 4 Toilets,4,4,4,4bedroom semi detached duplex,3000000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Standard decent 3 bedroom flat all room ensuit with visitors toilet fence round with gate security wise upstairs car park with prepared metre,2000000.0
yaba,alagomeji,Borno wayAlagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,Newly serviced apartment in a serene environment,1600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom flat 3 toilets 3 bathrooms 2m @Alagomeji,2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely mini flat in a serene environment,500000.0
yaba,alagomeji,OFF QUEEN STREET ALAGOMEJI YABAAlagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,SUPER AND EXECUTIVE 3 BEDROOM WITH 4 TOILETS WITH BQ,2500.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive Standard lovely and decent Miniflat at Alagomeji Yaba very decent environment rent #600 a year rent upstairs,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat in alagomeji Old house Rent-600k Agent and agreement 100/100k Total package-800k Picture and video available Serious client only First floor,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Decent Mini flat in a decent environmen with car park kitchen cabinets wardrobe prepaid meter,450000.0
yaba,alagomeji,Borno wayAlagomeji Yaba Lagos,1 beds baths 1 Toilets,1,0,1,Newly built serviced mini flat,1800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,*TO LET* Brand new executive 3 bedroom apartment. *FEATURES:* - New - All Rooms Ensuite -Security - Water treatment - Standby generator - Adequate electricity - Large Car park - Prepaid meter - Fully Fitted Kitchen - Stamp concrete Floor *Location* :,1500000.0
yaba,alagomeji,"on old Yaba Road, in Alagomeji, YabaAlagomeji Yaba Lagos",2 beds 2 baths 3 Toilets,2,2,3,"newly built and tastefully finished 2bedroom flat,",700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Executive Standard lovely and decent Miniflat upstairs is available with kitchen cabinets and wordrop pop balcony at Alagomeji Yaba 2bedroom flat same 1million why Miniflat is 700k,700000.0
yaba,alagomeji,OlonadeAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly renovated,900000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"A mini flat @ Alagomeji, Yaba. Rent: 600k, a year rent. Agency fee: 100k Legal fee: 100k Caution fee: 50k.",600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom terrace duplex for rent in Alagomeji 03JUL06,3500000.0
yaba,alagomeji,More road Alagomeji Yaba Lagos,2 beds 2 baths 1 Toilets,2,2,1,Renovated built,450000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built executive 3 bedroom apartment,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,brand new executive 3 bedroom with all rooms ensuite and POP,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Room self contained available for rent in alagomeji yaba for 350k a year and a half,350000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Cute 2 bedrooms upstairs,700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,A spacious brand new mini flat with 2 toilets available for rent in Alagomeji yaba with pop for 800k,800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,A spacious brand new mini flat with 2 toilets available for rent in Alagomeji yaba,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"A fairly used and spacious Mini flat at Alagomeji, Yaba, Lagos, #300k x a year n half.",300000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 Bedroom flat at Alagomeji Yaba. 2 toilets and 2 bathrooms,1400000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,A very neat Building in a condusive residential environment,900000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Decent and spacious 2 bedroom flat,900000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,"Standard and lovely decent 2bedroom flat @ Alagomeji, yaba 900k a year rent.",900000.0
yaba,alagomeji,McEwen streetAlagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,A 3 bedroom apartment with 3 toilets and 3 baths,1400000.0
yaba,alagomeji,Alagomeji Yaba Lagos,4 beds 3 baths 3 Toilets,4,3,3,4 Bedroom duplex with bq,4000000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Newly renovated Roomself & Miniflat at Alagomeji, Yaba..",700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat,700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,700000.0
yaba,alagomeji,AkimwumiAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly renovated mini flat at Alagomeji,700000.0
yaba,alagomeji,TyAlagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built mini flat at Alagomeji,700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,"A brand new serviced 3 bedroom apartment with POP, prepaid meter, car park and security available for rent in Alagomeji yaba for 1.3m",1300000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A room self contained available for rent in Alagomeji 400k,400000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 1 baths 2 Toilets,2,1,2,A beautiful and lovely 2 bedroom apartment available for rent in Alagomeji yaba for 900k,900000.0
yaba,alagomeji,Off Herbert marcaulay way Alagomeji YabaAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,"Newly built and spacious 3bedroom flat all rooms ensuite, adequate electricity 1.5m per annum",1500000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A brand new room self con at alagomeji yaba,350000.0
yaba,alagomeji,"Off Queens Street, Alagomeji, Yaba Alagomeji Yaba Lagos",3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Duplex + 1 Room Bq ( Self-Compound House),2000000.0
yaba,alagomeji,"Olonade Street, Alagomeji, Yaba.Alagomeji Yaba Lagos",3 beds 3 baths 4 Toilets,3,3,4,Lovely 3 Bedroom Flat,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 2 baths 2 Toilets,1,2,2,Spacious and Newly built mini flat,800000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,2bed room flat,800000.0
yaba,alagomeji,Off Hughes avenueAlagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Spacious miniflat,600000.0
yaba,alagomeji,"Off Hebert Macaulay Way, Alagomeji, Yaba. Alagomeji Yaba Lagos",3 beds 3 baths 3 Toilets,3,3,3,Newly Built 3 Bedroom Flat,1500000.0
yaba,alagomeji,YabaAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely Finished Mini Flat at Yaba - N600k,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Just now!!! Lovely and compact 2bedroom flat in alagomeji Yaba,800000.0
yaba,alagomeji,..Alagomeji Yaba Lagos,1 beds 1 baths 2 Toilets,1,1,2,Mini flat,600000.0
yaba,alagomeji,by sweet sensationAlagomeji Yaba Lagos,1 beds 0 baths 0 Toilets,1,0,0,standard self contained,400000.0
yaba,alagomeji,"By Borno Way, Alagomeji, Yaba. Alagomeji Yaba Lagos",2 beds 2 baths 2 Toilets,2,2,2,Spacious 3 Bedroom Flat,1000000.0
yaba,alagomeji,"By Hughes Avenue, Alagomeji, Yaba. Alagomeji Yaba Lagos",4 beds 3 baths 3 Toilets,4,3,3,4 Bedroom Duplex,2000000.0
yaba,alagomeji,Off Hughes avenueAlagomeji Yaba Lagos,4 beds baths Toilets,4,0,0,4 Bed [email protected] Alagomeji 2m per annum,2000000.0
yaba,alagomeji,..Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,A standard and decent self contained,300000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Spacious mini flat with car park,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,4 beds baths Toilets,4,0,0,4 Bedroom Duplex at Alagomeji Yaba 2m with 2 tenants in the compound,2000000.0
yaba,alagomeji,AdAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2bed room flat,800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,A newly build 3bedrm flat at Alagomeji...1.5m/yr....all rms ensuilt.,1500000.0
yaba,alagomeji,"Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3 beds 3 baths 4 Toilets,3,3,4,New Luxury Serviced 3 Bedroom Flat ( Upstairs),1600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly built Luxury & Spacious 3 Bedroom flat at Alagomeji Yaba Rent 2m S.c: 300k,2000000.0
yaba,alagomeji,Yaba Alagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built 3bedroom flat,2000000.0
yaba,alagomeji,BEHIND SWEET SENSATIONAlagomeji Yaba Lagos,3 beds 2 baths 4 Toilets,3,2,4,A lovely and nice newly built 3bedroom flat in yaba alagomeji with pop finishing and all rooms ensuit,2000000.0
yaba,alagomeji,..Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,A brand new 2 bedroom apartment,800000.0
yaba,alagomeji,..Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,standard self contained,350000.0
yaba,alagomeji,"Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",2 beds 2 baths 3 Toilets,2,2,3,Spacious 2 Bedroom all rooms ensuite + Prepaid Meter & Car Park,1200000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 Bedroom duplex,2000000.0
yaba,alagomeji,AdekunleAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2 bedroom flat,1000000.0
yaba,alagomeji,By OlonodeAlagomeji Yaba Lagos,3 beds 4 baths 4 Toilets,3,4,4,Newly built 3bedroom flat,2000000.0
yaba,alagomeji,..Alagomeji Yaba Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom duplex,2000000.0
yaba,alagomeji,Akinwumi Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built mini flat,800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat For Rent at Alagomeji Yaba YB782,1500000.0
yaba,alagomeji,Moleye Street Alagomeji Yaba Lagos,1 beds 0 baths 0 Toilets,1,0,0,self-contained,400000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain,400000.0
yaba,alagomeji,- Alagomeji Yaba Lagos,1 beds 0 baths 0 Toilets,1,0,0,Decent mini flat,600000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,1 beds 0 baths 0 Toilets,1,0,0,1 bedroom mini flat,600000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,1 beds 0 baths 0 Toilets,1,0,0,Decent mini flat,600000.0
yaba,alagomeji,"By Hughes Avenue, Alagomeji Yaba. Alagomeji Yaba Lagos",3 beds 2 baths 2 Toilets,3,2,2,3 Bedroom flat (upstairs),1300000.0
yaba,alagomeji,"Alagomeji, Yaba. Alagomeji Yaba Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom all rooms ensuite ( Upstairs),1000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds baths Toilets,3,0,0,"A Decent Lovely Ensuites 3bd @ Alagomeji, Yaba Lagos, in a block of 2 flats in the compound",1800000.0
yaba,alagomeji,Yaba Alagomeji Yaba Lagos,3 beds 4 baths 3 Toilets,3,4,3,Lovely and spacious 3bedroom flat,1800000.0
yaba,alagomeji,"Off Hughes Avenue, Alagomeji, Yaba. Alagomeji Yaba Lagos",2 beds 1 baths 1 Toilets,2,1,1,Lovely 2 Bedroom Flat ( Upstairs with Car Park),850000.0
yaba,alagomeji,Moleye street Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Extra large roomself,450000.0
yaba,alagomeji,Adebisi street Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,700000.0
yaba,alagomeji,Alagomeji Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000.0
yaba,alagomeji,Akinwumi Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself,400000.0
yaba,alagomeji,"Alagomeji, Yaba.Alagomeji Yaba Lagos",3 beds 3 baths 4 Toilets,3,3,4,Spacious 3 Bedroom all rooms ensuite with 2 Sitting Rooms ( Only 2 Tenants to Share Compound).,1800000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Standard 3 room flat,1000000.0
yaba,alagomeji,"Off Hebert Macaulay Way, Alagomeji, Yaba. Alagomeji Yaba Lagos",3 beds 2 baths 2 Toilets,3,2,2,Serviced 3 Bedroom Flat,1350000.0
yaba,alagomeji,Off Hughes AvenueAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom all rooms ensuite ( Ground floor),1000000.0
yaba,alagomeji,Off Hughes Avenue Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely Newly Built 3 Bedroom Flat,2000000.0
yaba,alagomeji,"By Hughes Avenue, Alagomeji, Yaba, Lagos. Alagomeji Yaba Lagos",3 beds 2 baths 4 Toilets,3,2,4,Clean 3 Bedroom all rooms ensuite + visitor's & Prepaid Meter,1000000.0
yaba,alagomeji,"Off Hebert Macaulay Way, Alagomeji, Yaba, Lagos.Alagomeji Yaba Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom all rooms ensuite with Balcony & Car Park ( Upstairs Front Flat),1000000.0
yaba,alagomeji,"Alagomeji, Yaba. Alagomeji Yaba Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom all rooms ensuite + visitor's toilet,1100000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat For Rent at Alagomeji Yaba YB029,1500000.0
yaba,alagomeji,OLONODE STREETAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,A LOVELY AND NICE LUXURY NEWLY BUILT 3BEDROOM WITH POP FINISHING AND ALL ROOMS ENSUITE,2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat For Rent At Alagomeji Yaba YB002,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat apartment,1800000.0
yaba,alagomeji,AdAlagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 3bed room flat @ yaba,2000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat For Rent At Alagomeji Yaba YB148,1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000.0
yaba,alagomeji,Olonode street Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Spacious mini flat,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,400000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 2 Toilets,2,2,2,Two bedroom flat apartment,800000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Standard room self contain fence round,300000.0
yaba,alagomeji,Olonode Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Ensuite 2 bed,9000000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 2 baths 3 Toilets,3,2,3,Newly built 3 bedroom flat apartment,1500000.0
yaba,alagomeji,Alagomeji areaAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely 2 Bedroom Flat @ Alagomeji Yaba,1000000.0
yaba,alagomeji,AdekunleAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2 bedroom flat apartment,1200000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,Newly built 3 bedroom flat,1500000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Mini flat,600000.0
yaba,alagomeji,Alagomeji Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Fair used mini- flat,650000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths Toilets,3,3,0,3 Bedroom Apartment on Alagomeji,1800000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built block of flats,600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Newly Built block of one bedroom apartment in a very good and strategic area of Alagomeji, with accessibility to anywhere in Lagos,straight bus to the island ,Ikeja and anywhere, in a very quiet environment",600000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Mini flat @ Alagomeji, Yaba, 600k, a year and half rent, services charge 150k",600000.0
yaba,alagomeji,By Hughes AvenueAlagomeji Yaba Lagos,2 beds 3 baths 3 Toilets,2,3,3,Serviced 2 Bedroom Flat,1200000.0
yaba,alagomeji,OlonodeAlagomeji Yaba Lagos,2 beds baths Toilets,2,0,0,"2 bedroom flat @ Olonode, Alagomeji Yaba. Rent 700k",700000.0
yaba,alagomeji,Muritala Muhammed wayAlagomeji Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,Decent & Spacious 3 bedroom flat,900000.0
yaba,alagomeji,Jacob news estateAlagomeji Yaba Lagos,3 beds baths Toilets,3,0,0,Executive 3 bedroom en-suite with BQ at Jacob Mews Alagomeji Yaba .. 2.5m,2500000.0
yaba,alagomeji,Queen StreetAlagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,"Just now!!! 3numbers of 2bedroom Flat All Rooms Ensuit #1m 1year @ Queen Street,Alagomeji.",1000000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Executive 3bedroom flat with ultra modern designs @Alagomeji Yaba 1.8m per annum,1800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 5 Toilets,3,3,5,"Very lovely And Spacious Modern Ensuites Serviced 3 Bedroom Flat @ Alagomeji, Yaba",2000000.0
yaba,alagomeji,-Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand newly built Executive & Luxury 3 Bedroom flat,1800000.0
yaba,alagomeji,Off Hughes avenueAlagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,"Decent 3bedroom flat in a block of 6flats , g/floor, 3/3b, @Alagomeji Yaba 1.2m",1200000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 3 Toilets,3,3,3,Luxury 3 Bedroom flat at Alagomeji Yaba suitable for both residential & commercial purpose.,1800000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat at moleye Alagomeji 4t 3b #1.2m 1y,1200000.0
yaba,alagomeji,Alagomeji Yaba Lagos,3 beds 3 baths 4 Toilets,3,3,4,3bedroom flat at adebiyi st Alagomeji Yaba 4t 3b #1.2m,1200000.0
yaba,alagomeji,Alagomeji Yaba Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Spacious & partly serviced miniflat in alagomeji Yaba with 1t/1b, prepaid metre, upstairs",600000.0
yaba,alagomeji,AlagomejiAlagomeji Yaba Lagos,3 beds 2 baths 2 Toilets,3,2,2,"Newly built 3bedroom flat with 2t/2b, 1 room ensuite + wardrobe + Cabinet & Ample Parking space",1500000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds baths Toilets,2,0,0,"Fairly Used And Renovated 2bedroom Flat @ Alagomeji, Yaba, Lagos, with 2toilets and bath",700000.0
yaba,alagomeji,Alagomeji Yaba Lagos,2 beds 2 baths 3 Toilets,2,2,3,Executive 2 bedroom flat upstaits,1200000.0
yaba,alagomeji,"Alagomeji, YabaAlagomeji Yaba Lagos",2 beds 2 baths 3 Toilets,2,2,3,"Executive & newly built 2bedroom flat g/floor & pent house left @1.4m per annum, 2yrs rent required",1400000.0
