location,property_area,street,features,bed,bath,toilet,description,price
ajah,off-lekki-epe-expressway,Atlantic view estate off alpha beach roadOff Lekki Epe Expressway Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,1000000.0
ajah,off-lekki-epe-expressway,"Vintage estate, ajahOff Lekki Epe Expressway Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,1000000.0
ajah,off-lekki-epe-expressway,olokonla lekki-epe express wayOff Lekki Epe Expressway Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,650000.0
ajah,off-lekki-epe-expressway,Lekki Gardens Phase 4Off Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Terrace House,1400000.0
ajah,off-lekki-epe-expressway,THOMAS estate ajahOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,800000.0
ajah,off-lekki-epe-expressway,Happyland estateOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat (Ground Floor),900000.0
ajah,off-lekki-epe-expressway,"4, Ganiyu StreetOff Lekki Epe Expressway Ajah Lagos",2 beds 2 baths 2 Toilets,2,2,2,Newly Renovated 2 Bedroom Flat in Ajah,750000.0
ajah,off-lekki-epe-expressway,"Road 1, House 22 University View Estate,Off Lekki Epe Expressway Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat In Ajah,900000.0
ajah,off-lekki-epe-expressway,after Lagos Business SchoolOff Lekki Epe Expressway Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Terrace Duplex,1800000.0
ajah,off-lekki-epe-expressway,"No. 33 Udeko Medical Road,Off Lekki Epe Expressway Ajah Lagos",3 beds 4 baths 4 Toilets,3,4,4,Neat 3 Bedroom Flat In Ajah,2200000.0
ajah,off-lekki-epe-expressway,"No 3 Olushesi Street,Off Lekki Epe Expressway Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat In Ajah,1500000.0
ajah,off-lekki-epe-expressway,"Tipper Garage,Off Lekki Epe Expressway Ajah Lagos",3 beds 4 baths 4 Toilets,3,4,4,Newly Built 3 Bedroom Flat in Ajah,2000000.0
ajah,off-lekki-epe-expressway,AjahOff Lekki Epe Expressway Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom semidetached house with a bq,3500000.0
ajah,off-lekki-epe-expressway,AjahOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat in Ajah,900000.0
ajah,off-lekki-epe-expressway,AjahOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Three bedroom with a room bq,1200000.0
ajah,off-lekki-epe-expressway,AjahOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat,800000.0
ajah,off-lekki-epe-expressway,Olive park EstateOff Lekki Epe Expressway Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,house,1500000.0
ajah,off-lekki-epe-expressway,Lekki- Epe ExpresswayOff Lekki Epe Expressway Ajah Lagos,3 beds 2 baths 1 Toilets,3,2,1,3 bedroom flat,1700000.0
ajah,off-lekki-epe-expressway,Mobile RoadOff Lekki Epe Expressway Ajah Lagos,4 beds 3 baths 4 Toilets,4,3,4,"Newly Built 4 Bedroom Terrace Duplex @ Ilaje B/stop, Ajah",1400000.0
ajah,ogombo,peaceland Estate Ogunbo town through Abraham Adesuya EstateOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 Bedroom flat with nice space,600000.0
ajah,ogombo,Ogombo Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 6blocks of 3bedroom flat for rent,2000000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Standard 2 Bedroom Flat with POP,800000.0
ajah,ogombo,OgbomboOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,9 blocks of 3 and 2bedroom flat,2500000.0
ajah,ogombo,Lekki scheme 2Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand new 2BedRoom apartment,1500000.0
ajah,ogombo,Major Street OgonboOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom flat,800000.0
ajah,ogombo,Close to Abraham adesanya estateOgombo Ajah Lagos,3 beds baths Toilets,3,0,0,Newly built 6blocks of 3bedroom For rent,2000000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive Mini Flat with POP,600000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom Flat,600000.0
ajah,ogombo,Chinese areaOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built tastefully finished 2bedroom flat,600000.0
ajah,ogombo,Chinese areaOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built tastefully finished 3bedroom flat,800000.0
ajah,ogombo,In an Estate at Ogombo Ogombo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,Newly Built Mini Flat with POP,600000.0
ajah,ogombo,Olashila junction Ogombo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,Newly built 2/3 bedroom apartments,1100000.0
ajah,ogombo,...Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Brand New Lovely 3 Bedroom Flat,900000.0
ajah,ogombo,HabakokOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 3 bedroom flat,1100000.0
ajah,ogombo,- Ogombo Ajah Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 bedroom flat,500000.0
ajah,ogombo,-Ogombo Ajah Lagos,2 beds 0 baths 0 Toilets,2,0,0,2 bedroom Apartment,700000.0
ajah,ogombo,REDEEM BUSTOPOgombo Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,Spacious Brand new 3 bedroom flat,800000.0
ajah,ogombo,"DEEPERLIFE ESTATE,Ogombo Ajah Lagos",1 beds 0 baths 0 Toilets,1,0,0,Newly built Mini flat,350000.0
ajah,ogombo,"Olive garden Estate, ogomboOgombo Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,Mini flat,350000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built room and parlour room selfcontain in a serene neighborhood,400000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built 3bedroom flat in a serene neighborhood,750000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Three Bedroom Apartment,900000.0
ajah,ogombo,Terra Annex/Ogunbo roadOgombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom flat To~ Let at Ogunbo/Terra Annex Shegotedo,1100000.0
ajah,ogombo,Terra Annex/ ogunbo roadOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Roomself contain shared apartment at Terra Annex shegotedo/Ogunbo,270000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely Brand New Spacious 3 Bedroom Flat,900000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Lovely Spacious Miniflat-A,600000.0
ajah,ogombo,Graceland estateOgombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom detached duplex,1400000.0
ajah,ogombo,-Ogombo Ajah Lagos,1 beds 1 baths 2 Toilets,1,1,2,Newly built Mimi flat,600000.0
ajah,ogombo,-Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly built 2 lovely bedroom flat,800000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,"Newly built Miniflat with lovely facilities for rent at Ogombo,",550000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Brand new 2 Bedroom Apartment for rent at Ajah-NIY,700000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom ensuite Apartment for rent at OGOMBO-NIY,750000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly Built 3 Bedroom Apartment for rent at Ajah-NIY,750000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly Built 3 Bedroom Apartment with lovely facilities for rent at Ogombo-NIY,900000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly built luxury 3 bedroom flat to let at Peaceland estate Ogombo ajah lekki,1000000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,A fantastic 2 bedroom apartment,550000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built mini flat,500000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Beautiful newly built 2 bedroom apartment,800000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,A lovely newly built 3 Bedroom duplex,1600000.0
ajah,ogombo,Through Thera Annex Estate Sangotedo Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Brand New Two Bedroom Terrace Duplex In Ogunbo Through Thera Annex Estate Sangotedo With POP Finishing Rent:700k,700000.0
ajah,ogombo,6 Philip Odiabavara Street Ogombo Ajah Ogombo Ajah Lagos,1 beds 2 baths 2 Toilets,1,2,2,Newly built mini flat in Meadow view estate,500000.0
ajah,ogombo,Silver Land EstateOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly Built 3 Bedroom Apartment for rent at Ajah,900000.0
ajah,ogombo,"4,OdufuwaOdufuwa street ogombo.Ajah.lagos islandOgombo Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,A room self contain,300000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely 3 Bedroom Apartment for rent at Ogombo,1000000.0
ajah,ogombo,Seaside estate before ogombo town off Abraham adesanyaOgombo Ajah Lagos,2 beds 3 baths 2 Toilets,2,3,2,2bedroom,650000.0
ajah,ogombo,Meadow estate of Abraham adesanyaOgombo Ajah Lagos,3 beds 4 baths 3 Toilets,3,4,3,Newly 3bedroom apartment,1000000.0
ajah,ogombo,Meadow estate of Abraham adesanyaOgombo Ajah Lagos,3 beds 4 baths 3 Toilets,3,4,3,Newly 3bedroom duplex,1000000.0
ajah,ogombo,New town estateOgombo Ajah Lagos,1 beds 0 baths 0 Toilets,1,0,0,Sweet and spacious room self contain,140000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Fantastic 2 bedrooms apartment,900000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Nice and spacious 2 bedrooms flat,650000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely self contain,300000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built 2 bedrooms flat,750000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Lovely 3 bedrooms flat,1000000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2 bedrooms apartment,550000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Eye catching 2 bedrooms flat,800000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2 bedrooms flat in an estate,800000.0
ajah,ogombo,"Ogombo ,The road beside Abraham Adesanya Estate,AjahOgombo Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3,Newly built 3bedroom flat,700000.0
ajah,ogombo,Peaceland EstateOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,New 2 bedroom duplex shared apartment,250000.0
ajah,ogombo,peaceland estateOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,A newly built 2 bedroom duplex,250000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 Bedroom Flat For Rent In Ogombo 28MAY05,800000.0
ajah,ogombo,"Road1,Ogombo Ajah Lagos",1 beds 0 baths 1 Toilets,1,0,1,Miniflat,400000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Clean and eye catching 3 bedrooms flat,700000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom Apartment for rent at Ogombo,550000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Lovely Mini flat for rent at Ajah,400000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom Apartment with lovely fittings for rent at Ogombo,800000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Renovated 2bedroom flat,650000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Nice 2 Bedrooms flat,650000.0
ajah,ogombo,Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Well built 3 bedrooms flat,700000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly Built Two Bedroom Flat,750000.0
ajah,ogombo,Meadow Estate Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Spacious 2 bedroom apartment with big parlour and parking space,650000.0
ajah,ogombo,AlaselaOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,"Brand New, Spacious 2 bedroom apartment for rent at Ogombo",550000.0
ajah,ogombo,"Olive Estate, Ogombo Ajah Ogombo Ajah Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,600000.0
ajah,ogombo,...Ogombo Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,Executive 3 bedroom flat,1200000.0
ajah,ogombo,Meadow View Estate Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly build 3 bedrooms duplex located at Meadow view estate,1200000.0
ajah,ogombo,AlashelaOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,550000.0
ajah,ogombo,Abraham AdesanyaOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Newly built 2bedroom flat,570000.0
ajah,ogombo,"Meadow View Estate Ogombo Scheme II, Abraham Adesanya RoadOgombo Ajah Lagos",3 beds baths Toilets,3,0,0,3 Bedrooms Flat,900000.0
ajah,ogombo,-Ogombo Ajah Lagos,3 beds 0 baths 0 Toilets,3,0,0,Newly built 3 bedroom flat,900000.0
ajah,ogombo,New town estateOgombo Ajah Lagos,1 beds 0 baths 0 Toilets,1,0,0,Mini flat,300000.0
ajah,ogombo,ogombo roadOgombo Ajah Lagos,1 beds 0 baths 0 Toilets,1,0,0,1 bedroom mini flat,450000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 0 baths 0 Toilets,1,0,0,miniflat,450000.0
ajah,ogombo,-Ogombo Ajah Lagos,2 beds 0 baths 0 Toilets,2,0,0,Brand new 2 bedroom flat,750000.0
ajah,ogombo,"Therra Annex Ogombo Road,Ogombo Ajah Lagos",1 beds 1 baths 2 Toilets,1,1,2,1 bedroom mini flat,400000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Newly built and tastefully finished Mini flat for rent in an estate at Ogombo,600000.0
ajah,ogombo,Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,New Miniflat @Ogombo,550000.0
ajah,ogombo,Ogombo Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Luxury 2 bedroom apartment,650000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,A Lovely 2 bedroom apartment,750000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Shared apartment at ogombo,180000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,2 bedroom apartment at ogombo,600000.0
ajah,ogombo,Thera annexOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Lovely 2 bedroom flat,700000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,A lovely 3 bedroom with parking space for lease at Ogombo,1300000.0
ajah,ogombo,Thera annexOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Luxurious 3 bedroom flat,800000.0
ajah,ogombo,Peaceland EstateOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Lovely 2 bedroom flat,700000.0
ajah,ogombo,Along ogombo roadOgombo Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,Comfortable 3bedroom flat,950000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,1 beds 1 baths Toilets,1,1,0,Shared apartment,180000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Nice shared apartment,160000.0
ajah,ogombo,ogomboOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Decent shared apartment,160000.0
ajah,ogombo,"Peace land estate, Ogombo ,Ajah. Ogombo Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,A newly built mini flat in ogombo Ajah,400000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Clean 2bedroom flat for rent,600000.0
ajah,ogombo,ATICAN BEACHOgombo Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,NEWLY BUILT 3 BEDROOM FLAT FOR RENT AT OGOMBO,550000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,NEWLY BUILT 2 BEDROOM APARTMENT FOR RENT AT OGOMBO,800000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,NEWLY BUILT 2 BEDROOM APARTMENT FOR RENT AT OGOMBO,600000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,LOVELY 2 BEDROOM APARTMENT FOR LET AT OGOMBO,700000.0
ajah,ogombo,peace land estate Ogombo Ajah Ogombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Miniflat for rent in Ajah,400000.0
ajah,ogombo,Oba Elegushi housing estateOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,1200000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 bedroom flat,750000.0
ajah,ogombo,Ogombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,Exquisite 4 Bedroom Duplex for Rent,1800000.0
ajah,ogombo,Greenland Estate 2Ogombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Semi Detached Duplex,1200000.0
ajah,ogombo,Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,New 2 Bedroom Flat,700000.0
ajah,ogombo,araromi communityOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,mini flat,300000.0
ajah,ogombo,"By Mobil Estate, Ogombo Ajah Lagos",4 beds 4 baths 5 Toilets,4,4,5,4 bedroom terraced duplex,1500000.0
ajah,ogombo,-Ogombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 bedroom terraced duplex,2000000.0
ajah,ogombo,after ogombo police stationOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,600000.0
ajah,ogombo,PeacelandOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Two Bedroom Flat,450000.0
ajah,ogombo,Greenland EstateOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Flat,850000.0
ajah,ogombo,"Adeola Street, Victory Estate, Off New Town Estate.Ogombo Ajah Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 Bedroom Flat,450000.0
ajah,ogombo,"Elele pure water side, OgomboOgombo Ajah Lagos",1 beds 1 baths 1 Toilets,1,1,1,Sharp room & Parlour at Ogombo,250000.0
ajah,ogombo,Green land estate Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,Lovely 2 bedroom flat,700000.0
ajah,ogombo,-Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Share apartment,300000.0
ajah,ogombo,Lekki Scheme 2; Close to Fire ServiceOgombo Ajah Lagos,4 beds 5 baths 5 Toilets,4,5,5,Newly Built 4 Bedroom Flat,1500000.0
ajah,ogombo,off mobil roadOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Decent mini flat,550000.0
ajah,ogombo,lawal kenshinro streetOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely 3 bedroom flat,950000.0
ajah,ogombo,paradise estateOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Lovely built 3 bedroom flat,950000.0
ajah,ogombo,ogombo roadOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Decent mini flat,250000.0
ajah,ogombo,"10, odufunwa streetOgombo Ajah Lagos",4 beds 5 baths 5 Toilets,4,5,5,Tastefully built 4 bedroom duplex,900000.0
ajah,ogombo,new estatesOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Decent 2 bedroom flat,500000.0
ajah,ogombo,new estatesOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Decent 2 bedroom flat,450000.0
ajah,ogombo,alhaja afusat muniru Ogombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,Decent 2 bedroom flat,500000.0
ajah,ogombo,gbenga akilo streetOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Executive MINI FLAT,250000.0
ajah,ogombo,gbenga akilo streetOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Decent Self contained,150000.0
ajah,ogombo,peace land estateOgombo Ajah Lagos,2 beds 3 baths 2 Toilets,2,3,2,Newly built 2 bedroom flat,500000.0
ajah,ogombo,Emmanuel Aniebonam off Agunbiade streetOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Standard 3 bedroom flat at OGOMBO,700000.0
ajah,ogombo,AgunbiadeOgombo Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom duplex at Ogombo,1000000.0
ajah,ogombo,Ogombo roadOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 bedroom flat,850000.0
ajah,ogombo,IlajeOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,3 Bedroom Apartment,1100000.0
ajah,ogombo,ogombo sangotedo roadOgombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,550000.0
ajah,ogombo,"Peace land estate,ogomboOgombo Ajah Lagos",2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,500000.0
ajah,ogombo,ogobomOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bed room flat,650000.0
ajah,ogombo,SubaOgombo Ajah Lagos,3 beds 4 baths 4 Toilets,3,4,4,3 Bedroom Bungalow,900000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,1 bedroom apartment,350000.0
ajah,ogombo,-Ogombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroon Semi Detached Duplex,2500000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,4 beds 4 baths 4 Toilets,4,4,4,4 bedroom duplex,1200000.0
ajah,ogombo,-Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 bedroom flat,550000.0
ajah,ogombo,-Ogombo Ajah Lagos,2 beds 2 baths 3 Toilets,2,2,3,2 BED APARTMENT,500000.0
ajah,ogombo,"New Town Estate , Ogombo Ajah Lagos",2 beds 2 baths 2 Toilets,2,2,2,2bedroom flat,400000.0
ajah,ogombo,Ayoola Kwaku street.New town estate. Ibamo; Ogombo. Ogombo Ajah Lagos,4 beds 4 baths 5 Toilets,4,4,5,4 Bedroom Bungalow,1100000.0
ajah,ogombo,"Ogombo,Ogombo Ajah Lagos",2 beds 3 baths 3 Toilets,2,3,3,2 Bedroom (All ensuite),500000.0
ajah,ogombo,ogombo villageOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 bedroom bungalow with study,1000000.0
ajah,ogombo,Road 3 Ocean Palm Estate Lekki-Ajah Highway Eti-Osa LGAOgombo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3,Newly Built 3 Bedroom Service Apartment,1200000.0
ajah,ogombo,"Road 3 Ocean palm Estate Lekki-Ajah highway, Eti-Osa LGA Lagos. 3 minutes drive from Novera Shopping Mall (shoprite sangotedo).2 minute drive to Lagos business School OlokonlaOgombo Ajah Lagos",2 beds 2 baths 2 Toilets,2,2,2,Newly Built 2 Bedroom Services Apartment,1000000.0
ajah,ogombo,"Road 3 Ocean palm Estate Lekki-Ajah highway, Eti-Osa LGA Lagos. Ogombo Ajah Lagos",2 beds 2 baths 3 Toilets,2,2,3,Newly Built 2 Bedroom Service Apartment,1000000.0
ajah,ogombo,OgomboOgombo Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,3 Bedroom Flat in Ajah,850000.0
ajah,ogombo,Greenland estateOgombo Ajah Lagos,3 beds 2 baths 2 Toilets,3,2,2,3 bedroom flat,700000.0
ajah,ogombo,"4, Sub StreetOgombo Ajah Lagos",3 beds 3 baths 4 Toilets,3,3,4,3 bedroom bungalow,900000.0
ajah,ogombo,"Pastor Joseph Street,Ogombo Ajah Lagos",3 beds 2 baths 3 Toilets,3,2,3,3 Bedroom Flat In Ajah,850000.0
ajah,ogombo,musa balogun streetOgombo Ajah Lagos,2 beds 2 baths 2 Toilets,2,2,2,2 Bedroom flat,500000.0
ajah,okun-ajah,Okun Ajah Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,brand new tastefully massive 2bedroom flat at LBS beside lekki gardens phase 3..1.5m downstairs upstairs 1.7m rent,1500000.0
ajah,okun-ajah,Okun Ajah Ajah Lagos,2 beds 3 baths 3 Toilets,2,3,3,brand new tastefully massive 2bedroom flat at LBS 1.5m downstairs upstairs 1.7m rent,1500000.0
ajah,okun-ajah,TransformerOkun Ajah Ajah Lagos,1 beds 1 baths 1 Toilets,1,1,1,Renovated mini flat,400000.0
ajah,okun-ajah,Lekki Scheme IIOkun Ajah Ajah Lagos,3 beds 3 baths 4 Toilets,3,3,4,Newly Built and Well finished 3 Bedroom Flats with Pent house,1500000.0
ajah,okun-ajah,"Olushoga Fisayo Street, Off Ogonbo RoadOkun Ajah Ajah Lagos",4 beds 4 baths 5 Toilets,4,4,5,Newly built 4 bedroom Terraced Duplex House Governor's Consent,2800000.0
ajah,okun-ajah,Okun road okun ajahOkun Ajah Ajah Lagos,1 beds baths 2 Toilets,1,0,2,A room and parlor miniflat with 2 toilets,500000.0
