location,property_area,bed,street,features,bath,toilet,description,price,median_price,Maxi,Min
ajah,sangotedo,3,"Jibrin Estate, Sangotedo Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,BRAND NEW 3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,LOVELY 3 BEDROOM APARTMENT FOR AT SANGOTEDO,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3BEDROOM FLAT FOR RENT @ SANGOTEDO.,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,- Lekki Phase 1 Lekki Lagos,3 beds 3 baths 4 Toilets,3,4,NEWLY LUXURY 3 BEDROOM IN LEKKI PHASE ONE,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,LBSSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM APARTMENT FOR RENT AT SANGOTEDO,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,LBSSangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,NICE 3 BEDROOM APARTMENT FOR RENT AT SANGOTEDO,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,MajekSangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,NEWLY BUILT 3 BEDROOM APARTMENT FOR RENT AT SANGOTEDO,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,NEWLY BUILT 3 BEDROOM FLAT FOR RENT AT SANGOTEDO,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Hopeville EstateSangotedo Ajah Lagos,3 beds 4 baths Toilets,4,0,FUNCTIONAL 3 BEDROOM FLAT TO LET AT SANGOTEDO AJAH KW-2268,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths Toilets,3,0,CLEAN AND SPACIOUS 3 BEDROOM FLAT FOR RENT IN AJAH KW-2111,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean palm estateSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,ELEGANT 3BEDROOM FLAT WITH A BQ,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,"3 BEDROOM FLAT AT FIRMVILLE ESTATE, SONGOTEDO",900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"NSPM Cooperative Housing Estate by Second Gate,Ira Nla,Sangotedo Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,3 BEDROOM APARTMENT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,BlencoSangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,A 3 BEDROOM APARTMENT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyland estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LOVELY 3 BEDROOM BUNGALOW,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,United Estate Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,"3 BEDROOM FLAT FOR RENT AT SANGOTEDO, UNITED ESTATE",800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BEAUTIFUL 3 BEDROOM APARTMENT FOR RENT AT OLOKONLA,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Lagos business school Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3 BEDROOM APARTMENT AT SANGOTEDO,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LOVELY 3 BEDROOM APARTMENT FOR RENT AT SANGOTEDO,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo/blenco Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,LOVELY 3 BEDROOM FLAT FOR RENT AT SANGOTEDO,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Legos state business school Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,LOVELY 3 BEDROOM FLAT FOR RENT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,LBSSangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,BRAND NEW WELL FINISHED 3 BED ROOM FLAT AT SANGOTEDO,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Terra AnnexSangotedo Ajah Lagos,3 beds 1 baths 1 Toilets,1,1,"3 BEDROOM APARTMENT FOR RENT AT TERRA ANNEX, SANGOTEDO",1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean PalmSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM APARTMENT FOR RENT AT SANGOTEDO,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,BlencoSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOMS FLAT AT SANGOTEDO FOR RENT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Blenco Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LUXURY 3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM APARTMENT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,GreenLand Estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,CLEAN 3 BEDROOM FLAT,950000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,BLENCOSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,A LOVELY THREE BEDROOM APARTMENT FOR RENT( ONLY TWO FLATS IN THE COMPOUND),1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Around Sangotedo Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,BEAUTIFULLY BUILT 3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"LBS,Sangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,OlokonlaSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT FOR RENT AT SANGOTEDO,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Friendswood school road Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,"A LOVELY 3BEDROOM FLAT FOR RENT IN SANGOTEDO, CLOSE TO THE EXPRESS",800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Minfa Estate Lokogoma Abuja,3 beds 3 baths 4 Toilets,3,4,RENOVATED 3 BEDROOM WITH TWO ROOMS BQ,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"Amarey close, Mopol Road.Sangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT (GROUND FLOOR),800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Around Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Around Blenco Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,.Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Around Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,majeckSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Cannan EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,NEWLY BUILT BLOCK OF 3 BEDROOM FLAT WITH EXCELLENT FITTING,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Adenuga closeSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT FOR RENT WITH A VERY SPACIOUS FACILITY THAT WILL SUIT U,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Thera annex estate.Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LOVELY SERVICED 3 BEDROOM FLAT.,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,University view estateSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"Majek, Opposite Lufasi Nature park Sangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,"SUPERBLY FINISHED 3 BEDROOM APARTMENT, NICELY TILED FLOOR WITH AN ACCESSIBLE ROAD NETWORK, ADEQUATE BEDROOM AND SITTING ROOM SIZES.",1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,WELL FINISHED BRAND NEW 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"Majek Estate, By Crown Estate, Sangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Peninsula estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LUXURIOUS AND LOVELY 3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Happy Land EstateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,A LOVELY 3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT F,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Thera AnnexSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,"3 BEDROOM FLAT FOR RENT AT THERA ANNEX, SANGOTEDO, AJAH",1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Lagos business school ajah olokonla sangotedoSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3BEDROOM FLAT FOR RENT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,goodnews estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM APARTMENT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,afah bustop sangotedo ajahSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,.Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Peninsula Estate Back Of Blenco SupermarketSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Behind Golden Park EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,950000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,untied streetSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,NEWLY BUILT THREE BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,noha omoboye streetSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,THREE BEDROOMS FLATS,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Olokonla Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,christtenSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,BRAND NEW 3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Thera Annex EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Majek areaSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,A VERY CLEAN AND PERFECTLY FINISHED 3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Fara ParkSangotedo Ajah Lagos,3 beds 4 baths 0 Toilets,4,0,3BEDROOM FLAT FOR RENT AT OPPOSITE FARA PARK IBEJU-LEKKI,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean palm estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Peace Estate Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,lane 4Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,BRAND NEW 3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,road 1Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LUXURIOUS 3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Road 10 God news estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,SUPERB 3 BEDROOM APARTMENT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Happy land EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,EXQUISITE 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 4 baths 3 Toilets,4,3,BRAND NEW 3 BEDROOM FLAT AT SANGOTEDO,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,peace estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,peace estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY BUILT 3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,peace estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyland estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,SUPERB 3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyhome estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyhome estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,EXQUISITE 3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyland estateSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,TASTEFULLY BUILT 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,greenlandSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,lane 4Sangotedo Ajah Lagos,3 beds 2 baths 3 Toilets,2,3,LUXURIOUS 3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Safeway Sangotedo Ajah Lagos,3 beds 2 baths 3 Toilets,2,3,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean palm estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,2 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,United estateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,AN EXTREMELY LIGHT AND SPACIOUS TOP FLOOR 3 BEDROOM APARTMENT,950000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Asaljor street Sangotedo Ajah Lagos,3 beds 2 baths 3 Toilets,2,3,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,OgidonSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3 BEDROOM BUNGALOW APARTMENT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean Palm EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Happy Land EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Garden EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,opposite Crown EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BRAND NEW 3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Peninsula EstateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Canaan EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean Palm EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Canaan EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ogidon busSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,after the sangotedo shoprite Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LOVELY 3 BEDROOM FLAT FOR LEASE AT MAJEK SANGOTEDO,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,SangotedoSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ogidon bus stop Peace land EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,happyland estate Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LOVELY 3 BEDROOM BUNGALOW,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Peace EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM DUPLEX,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,SangotedoSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,LOVELY 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,olokonlaSangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,majekSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Black roof streetSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Sangotedo Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BRAND NEW 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean palmSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Olokonla Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BRAND NEW 3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,united Estate Shangotedo Beside Shoprite LekkiSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,EXECUTIVE 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"Ogombo road,Sangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,3 BEDROOMS DUPLEX,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Road 4Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3BEDROM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM APARTMENT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,950000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Happy land EstateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"Monastery road, Sangotedo Ajah Lagos",3 beds 3 baths 3 Toilets,3,3,2-BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,ContainerSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,-Sangotedo Ajah Lagos,3 beds 2 baths 2 Toilets,2,2,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Off splashSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Mopol road United estate sangotedo area Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,THREE BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Canaan estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,SangotedoSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,budo estateSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT (UPSTAIRS),1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Budo estateSangotedo Ajah Lagos,3 beds 3 baths 3 Toilets,3,3,3 BEDROOM FLAT (UPSTAIRS),1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean Palm EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean Palm EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Ocean Palm EstateSangotedo Ajah Lagos,3 beds 0 baths 0 Toilets,0,0,3 BEDROOM FLAT,1000000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,SangotedoSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,ContainerSangotedo Ajah Lagos,3 beds 4 baths 4 Toilets,4,4,VERY CLEAN SWEET AND AFFORDABLE 3 BEDROOM FLAT,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Happyhome driveSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,30 UNITS OF LUXURY 3 BEDROOM FLAT,1200000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Entrance streetSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LUXURY 3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Entrance street junctionSangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,LUXURY 3 BEDROOM FLAT,1100000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Farms Estate Sangotedo Ajah Lagos,3 beds 2 baths 3 Toilets,2,3,BLOCK OF 3 BEDROOM FLATS,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Farms Estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BLOCK OF 3 BEDROOM FLATS,900000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Farms Estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,BLOCK OF 3 BEDROOM FLATS,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Alpha Sangotedo Ajah Lagos,3 beds 2 baths 3 Toilets,2,3,3 BEDROOM FLAT,800000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,Hope Estate Sangotedo Ajah Lagos,3 beds 3 baths 4 Toilets,3,4,3 BEDROOM FLAT,850000.0,1000000.0,1200000.0,800000.0
ajah,sangotedo,3,"17, Oladepo street, off Chief Ufundu Nnaiji STreetSangotedo Ajah Lagos",3 beds 3 baths 4 Toilets,3,4,2 UNITS OF NEWLY BUILT 3 BEDROOM FLAT AT AJAH,900000.0,1000000.0,1200000.0,800000.0
